facet_id,facet_name,row_kind,source_ref,source_construct,domain,subdomain,facet_type,value_polarity,text_observability,applicability_scope,score_scale,score_anchors_json,definition,embedding_text,difficulty,domain_confidence,needs_review,version
K0048,Negative Affect Frequency,facet,,,emotion_affect,emotion_affect,frequency_count,negative,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Negative Affect Frequency' never indicated."", ""-1"": ""Rare / minimal indication of 'Negative Affect Frequency'."", ""0"": ""Unstated or moderate level of 'Negative Affect Frequency'."", ""1"": ""Frequent / clear indication of 'Negative Affect Frequency'."", ""2"": ""Very high / extreme 'Negative Affect Frequency'.""}",Degree to which the turn reveals the frequency/amount of 'Negative Affect Frequency' (emotion affect).,Negative Affect Frequency | emotion affect | Degree to which the turn reveals the frequency/amount of 'Negative Affect Frequency' (emotion affect).,medium,medium,False,2026.06.0
K0049,Innovation and Creativity Components,category_header,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Innovation and Creativity Components'."", ""-1"": ""Mild lack of 'Innovation and Creativity Components'."", ""0"": ""'Innovation and Creativity Components' not expressed / neutral."", ""1"": ""Moderate 'Innovation and Creativity Components'."", ""2"": ""Strong, exemplary 'Innovation and Creativity Components'.""}",Degree to which the turn exhibits 'Innovation and Creativity Components' (personality trait).,Innovation and Creativity Components | personality trait | Degree to which the turn exhibits 'Innovation and Creativity Components' (personality trait).,medium,low,True,2026.06.0
K0050,Achievement Motivation,category_header,,,personality_trait,general_trait,qualitative_trait,positive,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Achievement Motivation'."", ""-1"": ""Mild lack of 'Achievement Motivation'."", ""0"": ""'Achievement Motivation' not expressed / neutral."", ""1"": ""Moderate 'Achievement Motivation'."", ""2"": ""Strong, exemplary 'Achievement Motivation'.""}",Degree to which the turn exhibits 'Achievement Motivation' (personality trait).,Achievement Motivation | personality trait | Degree to which the turn exhibits 'Achievement Motivation' (personality trait).,easy,medium,False,2026.06.0
K0051,Feedback-giving frequency,facet,,,leadership_org,leadership_org,frequency_count,bipolar,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Feedback-giving frequency' never indicated."", ""-1"": ""Rare / minimal indication of 'Feedback-giving frequency'."", ""0"": ""Unstated or moderate level of 'Feedback-giving frequency'."", ""1"": ""Frequent / clear indication of 'Feedback-giving frequency'."", ""2"": ""Very high / extreme 'Feedback-giving frequency'.""}",Degree to which the turn reveals the frequency/amount of 'Feedback-giving frequency' (leadership org).,Feedback-giving frequency | leadership org | Degree to which the turn reveals the frequency/amount of 'Feedback-giving frequency' (leadership org).,medium,medium,False,2026.06.0
K0052,Dance-cardio sessions,facet,,,clinical_health,clinical_health,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Dance-cardio sessions' never indicated."", ""-1"": ""Rare / minimal indication of 'Dance-cardio sessions'."", ""0"": ""Unstated or moderate level of 'Dance-cardio sessions'."", ""1"": ""Frequent / clear indication of 'Dance-cardio sessions'."", ""2"": ""Very high / extreme 'Dance-cardio sessions'.""}",Degree to which the turn reveals the frequency/amount of 'Dance-cardio sessions' (clinical health).,Dance-cardio sessions | clinical health | Degree to which the turn reveals the frequency/amount of 'Dance-cardio sessions' (clinical health).,hard,medium,True,2026.06.0
K0053,Enthusiasm,facet,,,emotion_affect,emotion_affect,qualitative_trait,positive,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Enthusiasm'."", ""-1"": ""Mild lack of 'Enthusiasm'."", ""0"": ""'Enthusiasm' not expressed / neutral."", ""1"": ""Moderate 'Enthusiasm'."", ""2"": ""Strong, exemplary 'Enthusiasm'.""}",Degree to which the turn exhibits 'Enthusiasm' (emotion affect).,Enthusiasm | emotion affect | Degree to which the turn exhibits 'Enthusiasm' (emotion affect).,easy,medium,False,2026.06.0
K0054,Social Desirability tendency,facet,,Psychological construct,personality_trait,Psychological construct,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Social Desirability tendency'."", ""-1"": ""Mild lack of 'Social Desirability tendency'."", ""0"": ""'Social Desirability tendency' not expressed / neutral."", ""1"": ""Moderate 'Social Desirability tendency'."", ""2"": ""Strong, exemplary 'Social Desirability tendency'.""}",Degree to which the turn exhibits 'Social Desirability tendency' (personality trait).,Social Desirability tendency | Psychological construct | personality trait | Degree to which the turn exhibits 'Social Desirability tendency' (personality trait).,easy,high,False,2026.06.0
K0055,Inattentiveness,facet,,,personality_trait,general_trait,qualitative_trait,negative,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Strong opposite of 'Inattentiveness' (very desirable here)."", ""-1"": ""Mild absence of 'Inattentiveness'."", ""0"": ""'Inattentiveness' not expressed in this turn."", ""1"": ""Moderate 'Inattentiveness' present."", ""2"": ""Strong, clear 'Inattentiveness' (undesirable).""}",Degree to which the turn exhibits 'Inattentiveness' (personality trait).,Inattentiveness | personality trait | Degree to which the turn exhibits 'Inattentiveness' (personality trait).,easy,medium,False,2026.06.0
K0056,Unassertiveness,facet,,,social_relational,social_relational,qualitative_trait,negative,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Strong opposite of 'Unassertiveness' (very desirable here)."", ""-1"": ""Mild absence of 'Unassertiveness'."", ""0"": ""'Unassertiveness' not expressed in this turn."", ""1"": ""Moderate 'Unassertiveness' present."", ""2"": ""Strong, clear 'Unassertiveness' (undesirable).""}",Degree to which the turn exhibits 'Unassertiveness' (social relational).,Unassertiveness | social relational | Degree to which the turn exhibits 'Unassertiveness' (social relational).,easy,medium,False,2026.06.0
K0057,Decision-making decisiveness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Decision-making decisiveness'."", ""-1"": ""Mild lack of 'Decision-making decisiveness'."", ""0"": ""'Decision-making decisiveness' not expressed / neutral."", ""1"": ""Moderate 'Decision-making decisiveness'."", ""2"": ""Strong, exemplary 'Decision-making decisiveness'.""}",Degree to which the turn exhibits 'Decision-making decisiveness' (personality trait).,Decision-making decisiveness | personality trait | Degree to which the turn exhibits 'Decision-making decisiveness' (personality trait).,easy,medium,False,2026.06.0
K0058,Sense-of-coherence score,facet,,,linguistic_quality,linguistic_quality,level_score,bipolar,observable,universal,"-2,-1,0,1,2","{""-2"": ""Very low 'Sense-of-coherence score'."", ""-1"": ""Below-average 'Sense-of-coherence score'."", ""0"": ""Average or not evidenced 'Sense-of-coherence score'."", ""1"": ""Above-average 'Sense-of-coherence score'."", ""2"": ""Very high 'Sense-of-coherence score'.""}",Degree to which the turn exhibits 'Sense-of-coherence score' (linguistic quality).,Sense-of-coherence score | linguistic quality | Degree to which the turn exhibits 'Sense-of-coherence score' (linguistic quality).,easy,medium,False,2026.06.0
K0059,Justice-mindedness,facet,,,values_morality,values_morality,qualitative_trait,positive,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Justice-mindedness'."", ""-1"": ""Mild lack of 'Justice-mindedness'."", ""0"": ""'Justice-mindedness' not expressed / neutral."", ""1"": ""Moderate 'Justice-mindedness'."", ""2"": ""Strong, exemplary 'Justice-mindedness'.""}",Degree to which the turn exhibits 'Justice-mindedness' (values morality).,Justice-mindedness | values morality | Degree to which the turn exhibits 'Justice-mindedness' (values morality).,easy,medium,False,2026.06.0
K0060,Subscription count,facet,,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Subscription count' never indicated."", ""-1"": ""Rare / minimal indication of 'Subscription count'."", ""0"": ""Unstated or moderate level of 'Subscription count'."", ""1"": ""Frequent / clear indication of 'Subscription count'."", ""2"": ""Very high / extreme 'Subscription count'.""}",Degree to which the turn reveals the frequency/amount of 'Subscription count' (lifestyle behavior).,Subscription count | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Subscription count' (lifestyle behavior).,hard,medium,True,2026.06.0
K0061,Depression Symptoms,facet,,,clinical_health,clinical_health,qualitative_trait,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Depression Symptoms'."", ""-1"": ""Mild lack of 'Depression Symptoms'."", ""0"": ""'Depression Symptoms' not expressed / neutral."", ""1"": ""Moderate 'Depression Symptoms'."", ""2"": ""Strong, exemplary 'Depression Symptoms'.""}",Degree to which the turn exhibits 'Depression Symptoms' (clinical health).,Depression Symptoms | clinical health | Degree to which the turn exhibits 'Depression Symptoms' (clinical health).,hard,medium,True,2026.06.0
K0062,Spatial perception,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Spatial perception'."", ""-1"": ""Mild lack of 'Spatial perception'."", ""0"": ""'Spatial perception' not expressed / neutral."", ""1"": ""Moderate 'Spatial perception'."", ""2"": ""Strong, exemplary 'Spatial perception'.""}",Degree to which the turn exhibits 'Spatial perception' (personality trait).,Spatial perception | personality trait | Degree to which the turn exhibits 'Spatial perception' (personality trait).,easy,medium,False,2026.06.0
K0063,Brevity,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Brevity'."", ""-1"": ""Mild lack of 'Brevity'."", ""0"": ""'Brevity' not expressed / neutral."", ""1"": ""Moderate 'Brevity'."", ""2"": ""Strong, exemplary 'Brevity'.""}",Degree to which the turn exhibits 'Brevity' (personality trait).,Brevity | personality trait | Degree to which the turn exhibits 'Brevity' (personality trait).,easy,medium,False,2026.06.0
K0064,Orderliness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Orderliness'."", ""-1"": ""Mild lack of 'Orderliness'."", ""0"": ""'Orderliness' not expressed / neutral."", ""1"": ""Moderate 'Orderliness'."", ""2"": ""Strong, exemplary 'Orderliness'.""}",Degree to which the turn exhibits 'Orderliness' (personality trait).,Orderliness | personality trait | Degree to which the turn exhibits 'Orderliness' (personality trait).,easy,medium,False,2026.06.0
K0065,Multiculturalism,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Multiculturalism'."", ""-1"": ""Mild lack of 'Multiculturalism'."", ""0"": ""'Multiculturalism' not expressed / neutral."", ""1"": ""Moderate 'Multiculturalism'."", ""2"": ""Strong, exemplary 'Multiculturalism'.""}",Degree to which the turn exhibits 'Multiculturalism' (personality trait).,Multiculturalism | personality trait | Degree to which the turn exhibits 'Multiculturalism' (personality trait).,easy,medium,False,2026.06.0
K0066,Creative risk-taking tendency,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Creative risk-taking tendency'."", ""-1"": ""Mild lack of 'Creative risk-taking tendency'."", ""0"": ""'Creative risk-taking tendency' not expressed / neutral."", ""1"": ""Moderate 'Creative risk-taking tendency'."", ""2"": ""Strong, exemplary 'Creative risk-taking tendency'.""}",Degree to which the turn exhibits 'Creative risk-taking tendency' (personality trait).,Creative risk-taking tendency | personality trait | Degree to which the turn exhibits 'Creative risk-taking tendency' (personality trait).,medium,low,True,2026.06.0
K0067,Inefficiency,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Inefficiency'."", ""-1"": ""Mild lack of 'Inefficiency'."", ""0"": ""'Inefficiency' not expressed / neutral."", ""1"": ""Moderate 'Inefficiency'."", ""2"": ""Strong, exemplary 'Inefficiency'.""}",Degree to which the turn exhibits 'Inefficiency' (personality trait).,Inefficiency | personality trait | Degree to which the turn exhibits 'Inefficiency' (personality trait).,easy,medium,False,2026.06.0
K0068,Network basics,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Network basics'."", ""-1"": ""Mild lack of 'Network basics'."", ""0"": ""'Network basics' not expressed / neutral."", ""1"": ""Moderate 'Network basics'."", ""2"": ""Strong, exemplary 'Network basics'.""}",Degree to which the turn exhibits 'Network basics' (personality trait).,Network basics | personality trait | Degree to which the turn exhibits 'Network basics' (personality trait).,easy,medium,False,2026.06.0
K0069,Alphabetical filing skills,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Alphabetical filing skills'."", ""-1"": ""Mild lack of 'Alphabetical filing skills'."", ""0"": ""'Alphabetical filing skills' not expressed / neutral."", ""1"": ""Moderate 'Alphabetical filing skills'."", ""2"": ""Strong, exemplary 'Alphabetical filing skills'.""}",Degree to which the turn exhibits 'Alphabetical filing skills' (personality trait).,Alphabetical filing skills | personality trait | Degree to which the turn exhibits 'Alphabetical filing skills' (personality trait).,medium,low,True,2026.06.0
K0070,Work Styles,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Work Styles'."", ""-1"": ""Mild lack of 'Work Styles'."", ""0"": ""'Work Styles' not expressed / neutral."", ""1"": ""Moderate 'Work Styles'."", ""2"": ""Strong, exemplary 'Work Styles'.""}",Degree to which the turn exhibits 'Work Styles' (personality trait).,Work Styles | personality trait | Degree to which the turn exhibits 'Work Styles' (personality trait).,easy,medium,False,2026.06.0
K0071,Perseverance,facet,,Character strength,personality_trait,Character strength,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Perseverance'."", ""-1"": ""Mild lack of 'Perseverance'."", ""0"": ""'Perseverance' not expressed / neutral."", ""1"": ""Moderate 'Perseverance'."", ""2"": ""Strong, exemplary 'Perseverance'.""}",Degree to which the turn exhibits 'Perseverance' (personality trait).,Perseverance | Character strength | personality trait | Degree to which the turn exhibits 'Perseverance' (personality trait).,easy,high,False,2026.06.0
K0072,Competition,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Competition'."", ""-1"": ""Mild lack of 'Competition'."", ""0"": ""'Competition' not expressed / neutral."", ""1"": ""Moderate 'Competition'."", ""2"": ""Strong, exemplary 'Competition'.""}",Degree to which the turn exhibits 'Competition' (personality trait).,Competition | personality trait | Degree to which the turn exhibits 'Competition' (personality trait).,easy,medium,False,2026.06.0
